benchmark,title,group,code,family,BU,schedule,range,step,ak_annual_salary,market_target_annual_salary,percentile
48,IT Business Analyst 2,Administrative and Office Support,PB07B2,PB07 ‐ Office of Information Technology,GP,200,21,F,96759,106679.0,65
49,IT Client Support Specialist 2,Administrative and Office Support,PB07C2,PB07 ‐ Office of Information Technology,GP,200,16,F,69147,75067.0,65
50,Database Administrator 2,Administrative and Office Support,PB07D2,PB07 ‐ Office of Information Technology,GP,200,23,F,111131,116915.0,65
51,IT Support Technician 1,Administrative and Office Support,PB07E1,PB07 ‐ Office of Information Technology,GP,200,13,F,55985,68584.0,65
52,IT Project Manager 2,Administrative and Office Support,PB07J2,PB07 ‐ Office of Information Technology,SS,200,24,E,124654,126954.0,65
53,IT Manager 1,Administrative and Office Support,PB07M1,PB07 ‐ Office of Information Technology,SS,200,23,E,116688,139572.0,65
54,Network and Telecommunications Specialist 2,Administrative and Office Support,PB07N2,PB07 ‐ Office of Information Technology,GP,200,21,F,96759,107295.0,65
55,IT Policy and Planning Analyst 1,Administrative and Office Support,PB07P1,PB07 ‐ Office of Information Technology,SS,200,23,E,116688,106874.0,65
56,IT Architecture Specialist 1,Administrative and Office Support,PB07R1,PB07 ‐ Office of Information Technology,GP,200,24,F,118736,138809.0,65
57,IT Security Specialist 1,Administrative and Office Support,PB07S1,PB07 ‐ Office of Information Technology,GP,200,24,F,118736,127234.0,65
58,IT Quality Assurance Analyst 2,Administrative and Office Support,PB07U2,PB07 ‐ Office of Information Technology,GP,200,21,F,96759,108621.0,65
59,IT Vendor Manager 2,Administrative and Office Support,PB07V2,PB07 ‐ Office of Information Technology,GP,200,20,F,90539,97694.0,65
60,IT Systems Administrator 2,Administrative and Office Support,PB07Y2,PB07 ‐ Office of Information Technology,GP,200,23,F,111131,111798.0,65
61,Project Assistant,Administrative and Office Support,PB9908,PB99 ‐ Administrative classes not otherwise described,GP,200,16,F,69147,65527.0,65
62,Program Coordinator 1,Administrative and Office Support,PB9909,PB99 ‐ Administrative classes not otherwise described,GP,200,18,F,79268,85418.0,65
63,Program Manager,Administrative and Office Support,PB9912,PB99 ‐ Administrative classes not otherwise described,SS,200,22,E,108867,114480.0,65
64,Business Services Project Manager 1,Administrative and Office Support,PB9915,PB99 ‐ Administrative classes not otherwise described,GP,200,20,F,90539,95050.0,65
281,Fish and Wildlife Technician 3,Biological Sciences,PH0103,PH01 ‐ Fish and Wildlife,GP,200,11,F,48750,58830.0,65
282,Fishery Biologist 2,Biological Sciences,PH0112,PH01 ‐ Fish and Wildlife,SS,200,16,E,72925,85704.0,65
283,Habitat Biologist 2,Biological Sciences,PH0122,PH01 ‐ Fish and Wildlife,GP,200,16,F,69147,83084.0,65
284,Wildlife Biologist 2,Biological Sciences,PH0132,PH01 ‐ Fish and Wildlife,GP,200,16,F,69147,80670.0,65
285,Biometrician 2,Biological Sciences,PH0142,PH01 ‐ Fish and Wildlife,GP,200,19,F,84767,129380.0,65
286,Fish Culturist 1,Biological Sciences,PH0151,PH01 ‐ Fish and Wildlife,GP,200,14,F,60138,,65
287,Fisheries Geneticist 1,Biological Sciences,PH0161,PH01 ‐ Fish and Wildlife,GP,200,17,F,74003,90919.0,65
288,Fisheries Scientist 1,Biological Sciences,PH0166,PH01 ‐ Fish and Wildlife,SS,200,22,E,108867,122744.0,65
289,Agronomist 1,Biological Sciences,PH0211,PH02 ‐ Agriculture,GP,200,16,F,69147,72232.0,65
290,Natural Resource Technician 2,Biological Sciences,PH0302,PH03 ‐ Natural Resources and Forestry,GP,200,12,F,52182,55299.0,65
291,Natural Resource Specialist 2,Biological Sciences,PH0312,PH03 ‐ Natural Resources and Forestry,GP,200,16,F,69147,75066.0,65
292,Natural Resource Manager 1,Biological Sciences,PH0321,PH03 ‐ Natural Resources and Forestry,SS,200,18,E,83470,100617.0,65
293,Wildland Fire and Resource Technician 3,Biological Sciences,PH0353,PH03 ‐ Natural Resources and Forestry,GP,100,12,F,52650,72257.0,65
294,Wildland Forestry Technician 2,Biological Sciences,PH0358,PH03 ‐ Natural Resources and Forestry,GP,100,14,F,60684,,65
295,Forester 2,Biological Sciences,PH0362,PH03 ‐ Natural Resources and Forestry,GP,200,16,F,69147,80345.0,65
296,Fire Management Officer,Biological Sciences,PH0367,PH03 ‐ Natural Resources and Forestry,SS,500,16,E,72176,,65
297,Wildland Fire Support Services 1,Biological Sciences,PH0380,PH03 ‐ Natural Resources and Forestry,LL,2AA,56,F,56805,,65
298,Park Specialist,Biological Sciences,PH0410,PH04 ‐ Parks,GP,200,14,F,60138,66168.0,65
299,Park Ranger 1,Biological Sciences,PH0411,PH04 ‐ Parks,GP,200,16,F,69147,73873.0,65
300,Park Ranger 2,Biological Sciences,PH0412,PH04 ‐ Parks,SS,600,18,E,82638,83655.0,65
301,Park Superintendent,Biological Sciences,PH0420,PH04 ‐ Parks,SS,200,20,E,95326,104898.0,65
302,Museum Protection & Visitor Services Assistant,Biological Sciences,PH0451,PH04 ‐ Parks,GP,200,11,F,48750,56209.0,65
65,Grants Administrator 2,Business Development and Regulation,PC0102,PC01 ‐ Business Finance,GP,200,17,F,74003,89054.0,65
66,Grants Administration Manager,Business Development and Regulation,PC0105,PC01 ‐ Business Finance,SS,200,21,E,101795,111751.0,65
67,Loan Closer/Processor 2,Business Development and Regulation,PC0112,PC01 ‐ Business Finance,GP,200,12,F,52182,56099.0,65
68,Loan/Collection Officer 1,Business Development and Regulation,PC0121,PC01 ‐ Business Finance,GP,200,16,F,69147,60818.0,65
69,Loan/Collection Manager,Business Development and Regulation,PC0125,PC01 ‐ Business Finance,SS,200,22,E,108867,113005.0,65
70,School Finance Specialist 2,Business Development and Regulation,PC0132,PC01 ‐ Business Finance,GP,200,18,F,79268,99195.0,65
71,School Finance Manager,Business Development and Regulation,PC0135,PC01 ‐ Business Finance,SS,200,23,E,116688,128961.0,65
73,Insurance Licensing Examiner 2,Business Development and Regulation,PC0206,PC02 ‐ Business Regulation and Compliance,GP,200,14,F,60138,61435.0,65
74,Records and Licensing Supervisor,Business Development and Regulation,PC0209,PC02 ‐ Business Regulation and Compliance,SS,200,16,E,72925,94952.0,65
75,Financial Registration Examiner,Business Development and Regulation,PC0220,PC02 ‐ Business Regulation and Compliance,GP,200,14,F,60138,59012.0,65
76,Insurance Specialist 2,Business Development and Regulation,PC0233,PC02 ‐ Business Regulation and Compliance,GP,200,19,F,84767,89097.0,65
77,Insurance Financial Examiner 2,Business Development and Regulation,PC0237,PC02 ‐ Business Regulation and Compliance,GP,200,21,F,96759,98432.0,65
78,Utility Financial Analyst 2,Business Development and Regulation,PC0252,PC02 ‐ Business Regulation and Compliance,GP,200,19,F,84767,100478.0,65
79,Utility Financial Analyst 4,Business Development and Regulation,PC0254,PC02 ‐ Business Regulation and Compliance,SS,200,23,E,116688,127643.0,65
80,Utility Tariff Analyst 2,Business Development and Regulation,PC0257,PC02 ‐ Business Regulation and Compliance,GP,200,18,F,79268,104828.0,65
81,Community Care Licensing Specialist 1,Business Development and Regulation,PC0261,PC02 ‐ Business Regulation and Compliance,GP,200,16,F,69147,70624.0,65
82,Community Care Licensing Specialist 3,Business Development and Regulation,PC0263,PC02 ‐ Business Regulation and Compliance,SS,200,20,E,95326,99152.0,65
83,Financial Examiner 2,Business Development and Regulation,PC0272,PC02 ‐ Business Regulation and Compliance,GP,200,19,F,84767,88930.0,65
84,Financial Examiner 4,Business Development and Regulation,PC0274,PC02 ‐ Business Regulation and Compliance,SS,200,23,E,116688,115494.0,65
72,Licensing Examiner 2,Business Development and Regulation,PC02A2,PC02 ‐ Business Regulation and Compliance,GP,200,15,F,64409,66573.0,65
85,Commercial Vehicle Compliance Inspector 2,Business Development and Regulation,PC0302,PC03 ‐ Safety Inspection,GP,200,15,F,64409,74093.0,65
86,Commercial Vehicle Compliance Inspector 5,Business Development and Regulation,PC0305,PC03 ‐ Safety Inspection,SS,200,19,E,89232,100981.0,65
87,Radiological Health Physicist 1,Business Development and Regulation,PC0310,PC03 ‐ Safety Inspection,GP,200,19,F,84767,108416.0,65
88,Industrial Hygienist,Business Development and Regulation,PC0321,PC03 ‐ Safety Inspection,GP,200,19,F,84767,106048.0,65
89,Occupational Safety & Compliance Officer,Business Development and Regulation,PC0322,PC03 ‐ Safety Inspection,LL,2AA,49,F,84531,90928.0,65
90,Safety Officer,Business Development and Regulation,PC0323,PC03 ‐ Safety Inspection,GP,200,18,F,79268,98680.0,65
91,Occupational Health and Safety Analyst,Business Development and Regulation,PC0324,PC03 ‐ Safety Inspection,SS,200,20,E,95326,96190.0,65
92,Occupational Safety & Health Manager,Business Development and Regulation,PC0325,PC03 ‐ Safety Inspection,SS,200,22,E,108867,127780.0,65
93,"Safety Inspection & Compliance, Electrical Inspector",Business Development and Regulation,PC0331,PC03 ‐ Safety Inspection,LL,2AA,49,F,84531,81900.0,65
94,"Safety Inspection & Compliance, Elevator Inspector",Business Development and Regulation,PC0332,PC03 ‐ Safety Inspection,LL,2AA,49,F,84531,80487.0,65
95,"Safety Inspection & Compliance, Plumbing Inspector",Business Development and Regulation,PC0333,PC03 ‐ Safety Inspection,LL,2AA,49,F,84531,83236.0,65
96,Boiler and Pressure Vessel Inspector 1,Business Development and Regulation,PC0338,PC03 ‐ Safety Inspection,GP,200,19,F,84767,81330.0,65
97,Boiler and Pressure Vessel Inspector 2,Business Development and Regulation,PC0339,PC03 ‐ Safety Inspection,SS,200,20,E,95326,89651.0,65
98,Mechanical Inspection Manager,Business Development and Regulation,PC0345,PC03 ‐ Safety Inspection,SS,200,22,E,108867,115668.0,65
99,Weights and Measures Inspector 2,Business Development and Regulation,PC0352,PC03 ‐ Safety Inspection,GP,200,16,F,69147,75288.0,65
100,Measurement Standards Supervisor,Business Development and Regulation,PC0355,PC03 ‐ Safety Inspection,SS,200,18,E,83470,,65
101,"Chief, Weights, Measures, and Permits",Business Development and Regulation,PC0360,PC03 ‐ Safety Inspection,SS,200,22,E,108867,115074.0,65
102,State Metrologist 2,Business Development and Regulation,PC0362,PC03 ‐ Safety Inspection,GP,200,18,F,79268,99619.0,65
103,Environmental Health Technician,Business Development and Regulation,PC0401,PC04 ‐ Environmental Health,GP,200,13,F,55985,56986.0,65
104,Environmental Health Officer 2,Business Development and Regulation,PC0412,PC04 ‐ Environmental Health,GP,200,16,F,69147,80025.0,65
105,Environmental Health Officer 4,Business Development and Regulation,PC0414,PC04 ‐ Environmental Health,SS,200,20,E,95326,106738.0,65
106,Tax Technician 3,Business Development and Regulation,PC0503,PC05 ‐ Revenue Audit,GP,200,14,F,60138,70804.0,65
107,Tax Technician 4,Business Development and Regulation,PC0504,PC05 ‐ Revenue Audit,SS,200,16,E,72925,130576.0,65
108,Tax Auditor 3,Business Development and Regulation,PC0513,PC05 ‐ Revenue Audit,GP,200,20,F,90539,95429.0,65
109,Revenue Audit Supervisor 2,Business Development and Regulation,PC0522,PC05 ‐ Revenue Audit,SS,200,25,E,133994,113094.0,65
110,Revenue Appeals Officer 2,Business Development and Regulation,PC0532,PC05 ‐ Revenue Audit,GP,200,25,F,127764,101481.0,65
111,Revenue Appeals Supervisor,Business Development and Regulation,PC0533,PC05 ‐ Revenue Audit,SS,200,26,E,138798,120013.0,65
112,Oil and Gas Revenue Auditor 3,Business Development and Regulation,PC0543,PC05 ‐ Revenue Audit,GP,200,22,F,103740,111152.0,65
113,Oil and Gas Revenue Specialist,Business Development and Regulation,PC0545,PC05 ‐ Revenue Audit,GP,200,25,F,127764,135706.0,65
114,Corporate Income Tax Auditor 3,Business Development and Regulation,PC0553,PC05 ‐ Revenue Audit,GP,200,22,F,103740,111898.0,65
115,Audit and Review Analyst 2,Business Development and Regulation,PC0563,PC05 ‐ Revenue Audit,GP,200,21,F,96759,86067.0,65
116,Audit and Review Analyst 4,Business Development and Regulation,PC0565,PC05 ‐ Revenue Audit,SS,200,25,E,133994,138667.0,65
379,"Food Service, Journey",Craftwork and Labor,PL0112,PL01 ‐ Food and Custodial Services,LL,1AA,57,F,53955,50553.0,65
380,"Food Service, Foreman",Craftwork and Labor,PL0114,PL01 ‐ Food and Custodial Services,LL,1AA,53,F,67725,61253.0,65
381,Food Service Supervisor,Craftwork and Labor,PL0115,PL01 ‐ Food and Custodial Services,SS,100,16,E,72925,70976.0,65
382,"Environmental Services, Journey 2",Craftwork and Labor,PL0122,PL01 ‐ Food and Custodial Services,LL,2AA,60,F,45011,47248.0,65
383,"Environmental Services, Foreman",Craftwork and Labor,PL0124,PL01 ‐ Food and Custodial Services,LL,2AA,57,F,53955,57640.0,65
384,"Mechanic, Automotive, Journey",Craftwork and Labor,PL0212,"PL02 ‐ Aircraft, Automobile, or Vessel Maintenance",LL,2AA,54,F,63565,71062.0,65
385,"Mechanic, Aircraft, Journey",Craftwork and Labor,PL0222,"PL02 ‐ Aircraft, Automobile, or Vessel Maintenance",LL,2AA,54,F,63565,81682.0,65
386,Vessel Technician,Craftwork and Labor,PL0262,"PL02 ‐ Aircraft, Automobile, or Vessel Maintenance",GP,200,16,F,69147,,65
387,"Equipment Operator, Journey 2",Craftwork and Labor,PL0304,PL03 ‐ Equipment Operation,LL,2AA,53,F,67725,66372.0,65
388,Rural Airport Foreman,Craftwork and Labor,PL0311,PL03 ‐ Equipment Operation,LL,2AA,49,F,84531,77866.0,65
389,International Airport Foreman,Craftwork and Labor,PL0312,PL03 ‐ Equipment Operation,LL,2AA,49,F,84531,76471.0,65
390,"Maintenance Generalist, Journey",Craftwork and Labor,PL0403,PL04 ‐ Building and Facility Maintenance,LL,2AA,54,F,63565,66372.0,65
391,"Maintenance Specialist, Bldg/Facility/Const, Journey 2/Lead",Craftwork and Labor,PL0412,PL04 ‐ Building and Facility Maintenance,LL,2AA,51,F,76690,78746.0,65
392,"Maintenance Specialist, Electronics, Journey 2/Lead",Craftwork and Labor,PL0422,PL04 ‐ Building and Facility Maintenance,LL,2AA,51,F,76690,80934.0,65
393,"Maintenance Specialist, Electrician, Journey 2/Lead",Craftwork and Labor,PL0432,PL04 ‐ Building and Facility Maintenance,LL,2AA,51,F,76690,81847.0,65
394,"Maintenance Specialist, Electrical Utility, Journey 2/Lead",Craftwork and Labor,PL0442,PL04 ‐ Building and Facility Maintenance,LL,2AA,51,F,76690,84029.0,65
395,"Maintenance Specialist, Plumbing, Journey 2/Lead",Craftwork and Labor,PL0452,PL04 ‐ Building and Facility Maintenance,LL,2AA,51,F,76690,78403.0,65
396,Survey Instrument Technician 2,Craftwork and Labor,PL0512,PL05 ‐ Instrument Technicians,GP,200,17,F,74003,76099.0,65
397,"Engineering Technician, Journey",Craftwork and Labor,PL0614,PL06 ‐ Construction Support,LL,2AA,54,F,63565,78434.0,65
398,"Materials Laboratory Technician, Journey",Craftwork and Labor,PL0635,PL06 ‐ Construction Support,LL,2AA,53,F,67725,74545.0,65
399,"Driller, Journey",Craftwork and Labor,PL0642,PL06 ‐ Construction Support,LL,2AA,53,F,67725,63092.0,65
400,Boat Officer 3,Craftwork and Labor,PL0723,PL07 ‐ Vessel and Aircraft Operation,GP,200,17,F,74003,,65
401,Aircraft Pilot 1,Craftwork and Labor,PL07A1,PL07 ‐ Vessel and Aircraft Operation,GP,100,22,F,104637,123228.0,65
402,Microfilm/Imaging Operator 1,Craftwork and Labor,PL0821,PL08 ‐ Office Equipment Operation,GP,200,10,F,45786,46911.0,65
403,Mail Services Courier,Craftwork and Labor,PL0841,PL08 ‐ Office Equipment Operation,GP,100,09,F,43466,43966.0,65
404,Mail Services Manager,Craftwork and Labor,PL0845,PL08 ‐ Office Equipment Operation,SS,200,15,E,67995,78206.0,65
168,Education Administrator 1,"Education, Information, Libraries, and Museums",PE0101,PE01 ‐ Education Programs,SS,200,21,E,101795,96644.0,65
169,Education Administrator 2,"Education, Information, Libraries, and Museums",PE0102,PE01 ‐ Education Programs,SS,200,22,E,108867,111451.0,65
170,Education Program Assistant,"Education, Information, Libraries, and Museums",PE0110,PE01 ‐ Education Programs,GP,200,12,F,52182,62022.0,65
171,Education Associate 2,"Education, Information, Libraries, and Museums",PE0112,PE01 ‐ Education Programs,GP,200,15,F,64409,68546.0,65
172,Education Specialist 1,"Education, Information, Libraries, and Museums",PE0121,PE01 ‐ Education Programs,GP,200,19,F,84767,93407.0,65
173,Education Coordinator (Corrections),"Education, Information, Libraries, and Museums",PE0140,PE01 ‐ Education Programs,GP,100,16,F,69849,95167.0,65
174,AVTEC Instructor,"Education, Information, Libraries, and Museums",PE0201,PE02 ‐ Teaching and Instruction,TA,999,XX,F,74244,80589.0,65
175,Vocational Instructor,"Education, Information, Libraries, and Museums",PE0210,PE02 ‐ Teaching and Instruction,GP,100,16,F,69849,69388.0,65
176,Training Specialist 1,"Education, Information, Libraries, and Museums",PE0231,PE02 ‐ Teaching and Instruction,GP,200,16,F,69147,70642.0,65
177,Training Specialist 3,"Education, Information, Libraries, and Museums",PE0233,PE02 ‐ Teaching and Instruction,SS,200,20,E,95326,100356.0,65
178,AK Military Youth Academy (AMYA) Instructor,"Education, Information, Libraries, and Museums",PE0251,PE02 ‐ Teaching and Instruction,GP,200,16,F,69147,80714.0,65
179,AK Military Youth Academy (AMYA) Chief Examiner,"Education, Information, Libraries, and Museums",PE0252,PE02 ‐ Teaching and Instruction,GP,200,15,F,64409,87627.0,65
180,AK Military Youth Academy (AMYA) Coordinator,"Education, Information, Libraries, and Museums",PE0253,PE02 ‐ Teaching and Instruction,GP,200,16,F,69147,74561.0,65
181,AK Military Youth Academy (AMYA) Supervisor 2,"Education, Information, Libraries, and Museums",PE0255,PE02 ‐ Teaching and Instruction,SS,200,19,E,89232,93924.0,65
182,AK Military Youth Academy (AMYA) Manager,"Education, Information, Libraries, and Museums",PE0259,PE02 ‐ Teaching and Instruction,SS,200,23,E,116688,111854.0,65
183,Recreation Assistant,"Education, Information, Libraries, and Museums",PE0310,PE03 ‐ Student Services,GP,200,11,F,48750,51705.0,65
184,Dormitory Attendant,"Education, Information, Libraries, and Museums",PE0320,PE03 ‐ Student Services,GP,200,11,F,48750,50273.0,65
185,AK Military Youth Academy (AMYA) Team Leader,"Education, Information, Libraries, and Museums",PE0341,PE03 ‐ Student Services,GP,200,13,F,55985,67997.0,65
186,AK Military Youth Academy (AMYA) Platoon Leader,"Education, Information, Libraries, and Museums",PE0342,PE03 ‐ Student Services,SS,600,15,E,67330,77769.0,65
187,Aquatic Facility Manager,"Education, Information, Libraries, and Museums",PE0350,PE03 ‐ Student Services,SS,200,17,E,78000,74866.0,65
188,Lifeguard 2,"Education, Information, Libraries, and Museums",PE0353,PE03 ‐ Student Services,GP,200,11,F,48750,47196.0,65
189,Library Assistant 2,"Education, Information, Libraries, and Museums",PE0402,PE04 ‐ Library and Archives,GP,200,13,F,55985,73807.0,65
190,Librarian 1,"Education, Information, Libraries, and Museums",PE0411,PE04 ‐ Library and Archives,GP,200,16,F,69147,81127.0,65
191,Librarian 4,"Education, Information, Libraries, and Museums",PE0414,PE04 ‐ Library and Archives,SS,200,22,E,108867,112910.0,65
192,Records Analyst 2,"Education, Information, Libraries, and Museums",PE0431,PE04 ‐ Library and Archives,GP,200,18,F,79268,75204.0,65
193,Archivist 2,"Education, Information, Libraries, and Museums",PE0441,PE04 ‐ Library and Archives,GP,200,18,F,79268,94469.0,65
194,State Archivist,"Education, Information, Libraries, and Museums",PE0443,PE04 ‐ Library and Archives,SS,200,22,E,108867,122628.0,65
195,Museum Curator 2,"Education, Information, Libraries, and Museums",PE0512,PE05 ‐ Anthropological Research and Education,GP,200,18,F,79268,97289.0,65
196,Museum Conservator,"Education, Information, Libraries, and Museums",PE0515,PE05 ‐ Anthropological Research and Education,GP,200,19,F,84767,88784.0,65
197,Chief Curator,"Education, Information, Libraries, and Museums",PE0519,PE05 ‐ Anthropological Research and Education,SS,200,22,E,108867,121152.0,65
198,Archaeologist 1,"Education, Information, Libraries, and Museums",PE0531,PE05 ‐ Anthropological Research and Education,GP,200,16,F,69147,78313.0,65
199,Historian 1,"Education, Information, Libraries, and Museums",PE0541,PE05 ‐ Anthropological Research and Education,GP,200,16,F,69147,77538.0,65
200,"Chief, Office of History and Archaeology","Education, Information, Libraries, and Museums",PE0550,PE05 ‐ Anthropological Research and Education,SS,200,21,E,101795,135053.0,65
201,Subsistence Resource Specialist 2,"Education, Information, Libraries, and Museums",PE0582,PE05 ‐ Anthropological Research and Education,GP,200,16,F,69147,,65
202,Subsistence Program Manager,"Education, Information, Libraries, and Museums",PE0585,PE05 ‐ Anthropological Research and Education,SS,200,22,E,108867,109585.0,65
203,Visual Information Specialist,"Education, Information, Libraries, and Museums",PE0611,"PE06 ‐ Arts, Photography, and Information",GP,200,17,F,74003,83786.0,65
204,Publications Technician 2,"Education, Information, Libraries, and Museums",PE0622,"PE06 ‐ Arts, Photography, and Information",GP,200,13,F,55985,76677.0,65
205,Publications Specialist 2,"Education, Information, Libraries, and Museums",PE0632,"PE06 ‐ Arts, Photography, and Information",GP,200,16,F,69147,73183.0,65
206,Information Officer 2,"Education, Information, Libraries, and Museums",PE0642,"PE06 ‐ Arts, Photography, and Information",GP,200,17,F,74003,88530.0,65
207,Department Communications Manager,"Education, Information, Libraries, and Museums",PE0645,"PE06 ‐ Arts, Photography, and Information",SS,200,22,E,108867,120624.0,65
1,Division Director ‐ PX,Executives and Senior Administrators,PA0112,PA01 ‐ Executives and Senior Administrators,XE,N00,27,F,140166,168178.0,65
2,Division Operations Manager,Executives and Senior Administrators,PA0113,PA01 ‐ Executives and Senior Administrators,SS,200,24,E,124654,129996.0,65
117,Local Government Specialist 3,Government Management and Infrastructure,PD0103,PD01 ‐ Government Management and Operations,GP,200,17,F,74003,82182.0,65
118,Regulations Specialist 2,Government Management and Infrastructure,PD0122,PD01 ‐ Government Management and Operations,GP,200,16,F,69147,74576.0,65
119,Economist 2,Government Management and Infrastructure,PD0202,PD02 ‐ Economic Research,GP,200,18,F,79268,140712.0,65
